uk,geo_name,geo_network,province_tr,district_tr,erdogan,kilicdaroglu
relation_9424884,Kirazlı Mahallesi,,İstanbul,Bağcılar,15027,10187
relation_9424885,İnönü Mahallesi,,İstanbul,Bağcılar,9421,5618
relation_9424887,Sancaktepe Mahallesi,,İstanbul,Bağcılar,6891,5652
relation_9424888,Çınar Mahallesi,,İstanbul,Bağcılar,13408,8399
relation_9424901,Barbaros Mahallesi,,İstanbul,Bağcılar,7971,4917
relation_9424902,Hürriyet Mahallesi,,İstanbul,Bağcılar,8175,8467
relation_9426227,Osmanağa Mahallesi,,İstanbul,Kadıköy,741,4626
relation_9432145,Kurna Mahallesi,,İstanbul,Pendik,454,324
relation_9432146,Harmandere Mahallesi,,İstanbul,Pendik,2272,3382
relation_9432147,Kurtköy Mahallesi,,İstanbul,Pendik,12948,10687
relation_9432148,Kurtdoğmuş Mahallesi,,İstanbul,Pendik,214,145
relation_9432149,Emirli Mahallesi,,İstanbul,Pendik,90,87
relation_9432150,Ballıca Mahallesi,,İstanbul,Pendik,251,165
relation_9437877,Soğanlı Mahallesi,,İstanbul,Bahçelievler,22266,22503
relation_9437947,Cumhuriyet Mahallesi,,İstanbul,Bahçelievler,14093,12045
relation_9437957,Kocasinan Merkez Mahallesi,,İstanbul,Bahçelievler,23348,21887
relation_9437990,Şirinevler Mahallesi,,İstanbul,Bahçelievler,18890,15844
relation_9437991,Hürriyet Mahallesi,,İstanbul,Bahçelievler,15101,12600
relation_9437992,Zafer Mahallesi,,İstanbul,Bahçelievler,28595,22627
relation_9437993,Yenibosna Merkez Mahallesi,,İstanbul,Bahçelievler,11568,10698
relation_9437994,Çobançeşme Mahallesi,,İstanbul,Bahçelievler,12096,7881
relation_9437995,Fevzi Çakmak Mahallesi,,İstanbul,Bahçelievler,9099,6575
relation_9439702,Osmaniye Mahallesi,,İstanbul,Bakırköy,5398,9987
relation_9439829,Kartaltepe Mahallesi,,İstanbul,Bakırköy,5792,19147
relation_9439830,Zuhuratbaba Mahallesi,,İstanbul,Bakırköy,2859,10723
relation_9439859,Yenimahalle Mahallesi,,İstanbul,Bakırköy,837,3413
relation_9439860,Cevizlik Mahallesi,,İstanbul,Bakırköy,642,2563
relation_9439861,Sakızağacı Mahallesi,,İstanbul,Bakırköy,1001,4381
relation_9439884,Zeytinlik Mahallesi,,İstanbul,Bakırköy,595,2777
relation_9441032,Caferağa Mahallesi,,İstanbul,Kadıköy,1665,14284
relation_9441078,Koşuyolu Mahallesi,,İstanbul,Kadıköy,981,4080
relation_9441153,Fındıklı Mahallesi,,İstanbul,Maltepe,22633,18089
relation_9441289,Selimiye Mahallesi,,İstanbul,Üsküdar,1201,3882
relation_9441320,Kuştepe Mahallesi,,İstanbul,Şişli,4181,4516
relation_9441339,Hasanpaşa Mahallesi,,İstanbul,Kadıköy,2947,7526
relation_9443987,Acıbadem Mahallesi,,İstanbul,Kadıköy,4272,17611
relation_9444034,Zühtüpaşa Mahallesi,,İstanbul,Kadıköy,693,5492
relation_9444099,Eğitim Mahallesi,,İstanbul,Kadıköy,2841,6477
relation_9444116,Fikirtepe Mahallesi,,İstanbul,Kadıköy,2865,4383
relation_9444828,Feneryolu Mahallesi,,İstanbul,Kadıköy,2418,17365
relation_9444841,Fenerbahçe Mahallesi,,İstanbul,Kadıköy,1585,13652
relation_9444876,Dumlupınar Mahallesi,,İstanbul,Kadıköy,2231,4514
relation_9444892,Göztepe Mahallesi,,İstanbul,Kadıköy,3555,26162
relation_9444902,Merdivenköy Mahallesi,,İstanbul,Kadıköy,5517,17914
relation_9444910,Caddebostan Mahallesi,,İstanbul,Kadıköy,1663,13186
relation_9444927,Sahrayıcedit Mahallesi,,İstanbul,Kadıköy,5643,17323
relation_9444949,19 Mayıs Mahallesi,,İstanbul,Kadıköy,3877,20138
relation_9444950,Erenköy Mahallesi,,İstanbul,Kadıköy,5077,21092
relation_9445120,Küçükyalı Merkez Mahallesi,,İstanbul,Maltepe,5350,13545
relation_9445147,Aydınevler Mahallesi,,İstanbul,Maltepe,5307,8116
relation_9445177,Başıbüyük Mahallesi,,İstanbul,Maltepe,7815,6472
relation_9445218,Büyükbakkalköy Mahallesi,,İstanbul,Maltepe,656,543
relation_9445274,Çınar Mahallesi,,İstanbul,Maltepe,3683,10950
relation_9445299,İdealtepe Mahallesi,,İstanbul,Maltepe,3878,14113
relation_9445317,Yalı Mahallesi,,İstanbul,Maltepe,2426,6460
relation_9445332,Feyzullah Mahallesi,,İstanbul,Maltepe,3679,11050
relation_9445347,Altayçeşme Mahallesi,,İstanbul,Maltepe,7395,15372
relation_9445356,Girne Mahallesi,,İstanbul,Maltepe,5086,8336
relation_9445445,Zümrütevler Mahallesi,,İstanbul,Maltepe,23963,31766
relation_9445460,Bağlarbaşı Mahallesi,,İstanbul,Maltepe,10850,19299
relation_9445486,Gülensu Mahallesi,,İstanbul,Maltepe,2295,7811
relation_9445507,Cevizli Mahallesi,,İstanbul,Maltepe,11247,16033
relation_9445548,Esenkent Mahallesi,,İstanbul,Maltepe,5511,7254
relation_9445549,Gülsuyu Mahallesi,,İstanbul,Maltepe,4347,5595
relation_9445707,Barış Mahallesi,,İstanbul,Beylikdüzü,10613,26229
relation_9445744,Sahil Mahallesi,,İstanbul,Beylikdüzü,1903,1619
relation_9445745,Kavaklı Mahallesi,,İstanbul,Beylikdüzü,17695,13491
relation_9446484,Şamlar Mahallesi,,İstanbul,Başakşehir,574,248
relation_9447736,Denizköşkler Mahallesi,,İstanbul,Avcılar,9416,15300
relation_9449359,Ataköy 1. Kısım Mahallesi,,İstanbul,Bakırköy,206,951
relation_9449571,Ataköy 3-4-11. Kısım Mahallesi,,İstanbul,Bakırköy,914,4811
relation_9449572,Ataköy 2-5-6. Kısım Mahallesi,,İstanbul,Bakırköy,2023,7520
relation_9449682,Ataköy 7-8-9-10. Kısım Mahallesi,,İstanbul,Bakırköy,2881,14899
relation_9449714,Yeşilköy Mahallesi,,İstanbul,Bakırköy,2419,13141
relation_9449760,Yeşilyurt Mahallesi,,İstanbul,Bakırköy,941,3933
relation_9451432,Şenlikköy Mahallesi,,İstanbul,Bakırköy,6915,11399
relation_9453999,Gümüşpala Mahallesi,,İstanbul,Avcılar,10336,12540
relation_9454000,Yeşilkent Mahallesi,,İstanbul,Avcılar,18109,25448
relation_9454013,Üniversite Mahallesi,,İstanbul,Avcılar,4941,7991
relation_9454014,Mustafa Kemal Paşa Mahallesi,,İstanbul,Avcılar,13205,16307
relation_9454020,Merkez Mahallesi,,İstanbul,Avcılar,5834,10111
relation_9454022,Cihangir Mahallesi,,İstanbul,Avcılar,15939,21977
relation_9460089,Muratbey Merkez Mahallesi,,İstanbul,Çatalca,350,614
relation_9460103,Celaliye Mahallesi,,İstanbul,Büyükçekmece,1764,2687
relation_9460117,Kamiloba Mahallesi,,İstanbul,Büyükçekmece,1991,3256
relation_9460130,Kumburgaz Mahallesi,,İstanbul,Büyükçekmece,2376,3126
relation_9460292,Yenimahalle Mahallesi,,İstanbul,Büyükçekmece,604,874
relation_9460298,Bahçelievler Mahallesi,,İstanbul,Büyükçekmece,1502,1239
relation_9460313,Türkoba Mahallesi,,İstanbul,Büyükçekmece,5260,3481
relation_9460363,Güzelce Mahallesi,,İstanbul,Büyükçekmece,2140,3911
relation_9460377,Mimarsinan Mahallesi,,İstanbul,Büyükçekmece,3082,2782
relation_9460378,Murat Çesme Mahallesi,,İstanbul,Büyükçekmece,7072,4218
relation_9460393,Kınalıada Mahallesi,,İstanbul,Adalar,345,1122
relation_9460394,Burgazada Mahallesi,,İstanbul,Adalar,200,1013
relation_9460395,Heybeliada Mahallesi,,İstanbul,Adalar,822,1981
relation_9460396,Nizam Mahallesi,,İstanbul,Adalar,680,1920
relation_9460397,Maden Mahallesi,,İstanbul,Adalar,905,2444
relation_9461411,Başak Mahallesi,,İstanbul,Başakşehir,26549,14814
relation_9461512,Ziya Gökalp Mahallesi,,İstanbul,Başakşehir,6216,6428
relation_9461575,Başakşehir Mahallesi,,İstanbul,Başakşehir,25415,13094
relation_9461576,Güvercintepe Mahallesi,,İstanbul,Başakşehir,21084,19598
relation_9463224,Salacak Mahallesi,,İstanbul,Üsküdar,1884,4692
relation_9463235,Aziz Mahmut Hüdayi Mahallesi,,İstanbul,Üsküdar,2304,3643
relation_9463238,Ahmediye Mahallesi,,İstanbul,Üsküdar,2225,4070
relation_9463242,Mimar Sinan Mahallesi,,İstanbul,Üsküdar,3442,3975
relation_9463258,Sultantepe Mahallesi,,İstanbul,Üsküdar,3258,4137
relation_9463276,Zeynep Kamil Mahallesi,,İstanbul,Üsküdar,3522,4948
relation_9463280,Barbaros Mahallesi,,İstanbul,Üsküdar,3239,9450
relation_9463281,Valide-i Atik Mahallesi,,İstanbul,Üsküdar,5899,8389
relation_9463285,Muratreis Mahallesi,,İstanbul,Üsküdar,3475,5897
relation_9463286,Selami Ali Mahallesi,,İstanbul,Üsküdar,3804,4969
relation_9463313,Kuzguncuk Mahallesi,,İstanbul,Üsküdar,895,2046
relation_9463324,Kandilli Mahallesi,,İstanbul,Üsküdar,225,721
relation_9463333,İcadiye Mahallesi,,İstanbul,Üsküdar,3873,7606
relation_9463334,Göksu Mahallesi,,İstanbul,Beykoz,741,922
relation_9463364,Beylerbeyi Mahallesi,,İstanbul,Üsküdar,1535,2102
relation_9463376,Çengelköy Mahallesi,,İstanbul,Üsküdar,5398,4029
relation_9463385,Küçük Çamlıca Mahallesi,,İstanbul,Üsküdar,3904,3058
relation_9463387,Burhaniye Mahallesi,,İstanbul,Üsküdar,5981,4769
relation_9463388,Kuleli Mahallesi,,İstanbul,Üsküdar,714,781
relation_9463391,Acıbadem Mahallesi,,İstanbul,Üsküdar,4047,12788
relation_9463396,Altunizade Mahallesi,,İstanbul,Üsküdar,2842,6292
relation_9463397,Küplüce Mahallesi,,İstanbul,Üsküdar,7364,4014
relation_9463407,Kirazlıtepe Mahallesi,,İstanbul,Üsküdar,4402,1763
relation_9463410,Ferah Mahallesi,,İstanbul,Üsküdar,8889,5318
relation_9463414,Mehmet Akif Ersoy Mahallesi,,İstanbul,Üsküdar,8097,5037
relation_9463416,Küçüksu Mahallesi,,İstanbul,Üsküdar,5503,7262
relation_9463417,Güzeltepe Mahallesi,,İstanbul,Üsküdar,5355,3500
relation_9463420,Bahçelievler Mahallesi,,İstanbul,Üsküdar,6778,8698
relation_9463421,Yavuztürk Mahallesi,,İstanbul,Üsküdar,12623,8980
relation_9463491,Mehmet Akif Mahallesi,,İstanbul,Çekmeköy,11217,9812
relation_9463508,Çamlık Mahallesi,,İstanbul,Çekmeköy,7081,6562
relation_9463512,Hamidiye Mahallesi,,İstanbul,Çekmeköy,9550,10141
relation_9463567,Sinanoba Mahallesi,,İstanbul,Büyükçekmece,2690,8125
relation_9463576,Mimaroba Mahallesi,,İstanbul,Büyükçekmece,3835,9337
relation_9463578,Ekinoba Mahallesi,,İstanbul,Büyükçekmece,3312,6030
relation_9463584,Ulus Mahallesi,,İstanbul,Büyükçekmece,7080,3397
relation_9463590,Hürriyet Mahallesi,,İstanbul,Büyükçekmece,9910,4610
relation_9463608,Karaağaç Mahallesi,,İstanbul,Büyükçekmece,1429,1593
relation_9463624,Alkent 2000 Mahallesi,,İstanbul,Büyükçekmece,1303,2350
relation_9463636,Çakmaklı Mahallesi,,İstanbul,Büyükçekmece,1589,1625
relation_9463650,19 Mayıs Mahallesi,,İstanbul,Büyükçekmece,2550,3093
relation_9464083,Dizdariye Mahallesi,,İstanbul,Büyükçekmece,2051,2464
relation_9464095,Pınartepe Mahallesi,,İstanbul,Büyükçekmece,5366,6813
relation_9464113,Fatih Mahallesi,,İstanbul,Büyükçekmece,4200,8505
relation_9464129,Cumhuriyet Mahallesi,,İstanbul,Büyükçekmece,1886,3165
relation_9464130,Atatürk Mahallesi,,İstanbul,Büyükçekmece,3391,7906
relation_9464444,Mimar Sinan Mahallesi,,İstanbul,Çekmeköy,8066,9381
relation_9466595,Fatih Mahallesi,,İstanbul,Sancaktepe,13430,9932
relation_9467293,Bahşayiş Mahallesi,,İstanbul,Çatalca,168,125
relation_9471951,Nakkaş Mahallesi,,İstanbul,Çatalca,235,316
relation_9472571,Aşık Veysel Mahallesi,,İstanbul,Esenyurt,2542,8053
relation_9472572,Esenkent Mahallesi,,İstanbul,Esenyurt,1385,5071
relation_9472573,Ardıçlı Mahallesi,,İstanbul,Esenyurt,1854,2763
relation_9475337,Kısırkaya Mahallesi,,İstanbul,Sarıyer,124,138
relation_9475338,Gümüşdere Mahallesi,,İstanbul,Sarıyer,771,856
relation_9475439,Altınşehir Mahallesi,,İstanbul,Başakşehir,7234,6177
relation_9475447,Kayabaşı Mahallesi,,İstanbul,Başakşehir,39523,16386
relation_9475448,Şahintepe Mahallesi,,İstanbul,Başakşehir,9220,10066
relation_9475457,Bahçeşehir 2. Kısım Mahallesi,,İstanbul,Başakşehir,10267,24055
relation_9475458,Bahçeşehir 1. Kısım Mahallesi,,İstanbul,Başakşehir,6402,14507
relation_9479743,İshaklı Mahallesi,,İstanbul,Beykoz,739,189
relation_9479744,Kılıçlı Mahallesi,,İstanbul,Beykoz,300,112
relation_9479745,Bozhane Mahallesi,,İstanbul,Beykoz,200,136
relation_9479803,Polonezköy Mahallesi,,İstanbul,Beykoz,76,142
relation_9479805,Öğümce Mahallesi,,İstanbul,Beykoz,142,215
relation_9479806,Göllü Mahallesi,,İstanbul,Beykoz,104,83
relation_9479807,Paşamandıra Mahallesi,,İstanbul,Beykoz,675,239
relation_9479808,Riva Mahallesi,,İstanbul,Beykoz,910,1053
relation_9479839,Alibahadır Mahallesi,,İstanbul,Beykoz,387,156
relation_9479917,Görele Mahallesi,,İstanbul,Beykoz,678,737
relation_9479970,Mahmutşevketpaşa Mahallesi,,İstanbul,Beykoz,778,484
relation_9480875,Akpınar Mahallesi,,İstanbul,Sancaktepe,8284,6198
relation_9480877,Emek Mahallesi,,İstanbul,Sancaktepe,6906,9708
relation_9480879,Meclis Mahallesi,,İstanbul,Sancaktepe,6926,11073
relation_9480886,Veysel Karani Mahallesi,,İstanbul,Sancaktepe,7479,8268
relation_9481740,Merkez Mahallesi,,İstanbul,Çekmeköy,10701,9013
relation_9481748,Kirazlıdere Mahallesi,,İstanbul,Çekmeköy,3171,3326
relation_9483017,Ferhatpaşa Mahallesi,,İstanbul,Çatalca,7674,10423
relation_9483212,Kaleiçi Mahallesi,,İstanbul,Çatalca,2256,2723
relation_9483660,İzzettin Mahallesi,,İstanbul,Çatalca,419,464
relation_9488959,Anadolufeneri Mahallesi,,İstanbul,Beykoz,284,209
relation_9488961,Kaynarca Mahallesi,,İstanbul,Beykoz,412,117
relation_9488997,Poyrazköy Mahallesi,,İstanbul,Beykoz,468,140
relation_9488998,Anadolu Kavağı Mahallesi,,İstanbul,Beykoz,396,523
relation_9488999,Tokatköy Mahallesi,,İstanbul,Beykoz,5796,3478
relation_9489001,Akbaba Mahallesi,,İstanbul,Beykoz,1156,738
relation_9489100,Merkez Mahallesi,,İstanbul,Beykoz,1760,2189
relation_9489133,Elmalı Mahallesi,,İstanbul,Beykoz,1521,597
relation_9489219,Zerzavatçı Mahallesi,,İstanbul,Beykoz,490,202
relation_9489220,Örnekköy Mahallesi,,İstanbul,Beykoz,1952,846
relation_9489253,Dereseki Mahallesi,,İstanbul,Beykoz,717,437
relation_9489323,Ortaçeşme Mahallesi,,İstanbul,Beykoz,3113,2251
relation_9489348,Çamlıbahçe Mahallesi,,İstanbul,Beykoz,2333,1907
relation_9493908,Yalıköy Mahallesi,,İstanbul,Beykoz,1621,1900
relation_9493939,Gümüşsuyu Mahallesi,,İstanbul,Beykoz,5563,3714
relation_9493940,İncirköy Mahallesi,,İstanbul,Beykoz,6279,5460
relation_9493958,Acarlar Mahallesi,,İstanbul,Beykoz,856,4096
relation_9493991,Paşabahçe Mahallesi,,İstanbul,Beykoz,913,1757
relation_9494014,Soğuksu Mahallesi,,İstanbul,Beykoz,3388,3871
relation_9495280,Sarıgazi Mahallesi,,İstanbul,Sancaktepe,5172,10159
relation_9525823,Aydınlar Mahallesi,,İstanbul,Çekmeköy,5527,6866
relation_9526165,Soğukpınar Mahallesi,,İstanbul,Çekmeköy,3561,2761
relation_9526221,Cumhuriyet Mahallesi,,İstanbul,Çekmeköy,5387,5180
relation_9526222,Güngören Mahallesi,,İstanbul,Çekmeköy,3792,3076
relation_9526253,Sultançiftliği Mahallesi,,İstanbul,Çekmeköy,5853,6048
relation_9530301,Çakıl Mahallesi,,İstanbul,Çatalca,833,990
relation_9531481,Ovayenice Mahallesi,,İstanbul,Çatalca,279,555
relation_9531489,Elbasan Mahallesi,,İstanbul,Çatalca,138,323
relation_9531780,Selimpaşa Mahallesi,,İstanbul,Silivri,7383,7483
relation_9531802,İnceğiz Mahallesi,,İstanbul,Çatalca,344,289
relation_9531810,Gökçeali Mahallesi,,İstanbul,Çatalca,622,654
relation_9533391,Kabakça Mahallesi,,İstanbul,Çatalca,725,639
relation_9533419,Akalan Mahallesi,,İstanbul,Çatalca,173,680
relation_9533502,Subaşı Mahallesi,,İstanbul,Çatalca,488,604
relation_9533706,Oklalı Mahallesi,,İstanbul,Çatalca,551,372
relation_9533733,Kestanelik Mahallesi,,İstanbul,Çatalca,736,925
relation_9533881,Örcünlü Mahallesi,,İstanbul,Çatalca,126,211
relation_9533888,Kızılcaali Mahallesi,,İstanbul,Çatalca,50,118
relation_9533923,Çanakça Mahallesi,,İstanbul,Çatalca,1102,995
relation_9536586,İhsaniye Mahallesi,,İstanbul,Çatalca,289,1054
relation_9536741,Dağyenice Mahallesi,,İstanbul,Çatalca,192,390
relation_9536790,Yazlık Mahallesi,,İstanbul,Çatalca,133,128
relation_9577224,Maden Mahallesi,,İstanbul,Sarıyer,3841,5714
relation_9577538,Göztepe Mahallesi,,İstanbul,Beykoz,1482,3948
relation_9577570,Yeni Mahalle Mahallesi,,İstanbul,Beykoz,7504,5078
relation_9577603,Baklacı Mahallesi,,İstanbul,Beykoz,1531,493
relation_9577627,Fatih Mahallesi,,İstanbul,Beykoz,1878,983
relation_9577636,Rüzgarlıbahçe Mahallesi,,İstanbul,Beykoz,3238,2023
relation_9578449,Anadolu Hisarı Mahallesi,,İstanbul,Beykoz,496,1235
relation_9578450,Kanlıca Mahallesi,,İstanbul,Beykoz,757,2021
relation_9578464,Çubuklu Mahallesi,,İstanbul,Beykoz,7978,6039
relation_9578496,Çiğdem Mahallesi,,İstanbul,Beykoz,3898,3866
relation_9578568,Kavacık Mahallesi,,İstanbul,Beykoz,6836,7785
relation_9586433,Kalfa Mahallesi,,İstanbul,Çatalca,209,389
relation_9617957,Örencik Mahallesi,,İstanbul,Çatalca,468,280
relation_9617980,Celepköy Mahallesi,,İstanbul,Çatalca,111,86
relation_9618065,Başak Mahallesi,,İstanbul,Çatalca,79,220
relation_9618269,Gümüşpınar Mahallesi,,İstanbul,Çatalca,292,437
relation_9618275,Hisarbeyli Mahallesi,,İstanbul,Çatalca,123,163
relation_9618395,Belgrat Mahallesi,,İstanbul,Çatalca,94,199
relation_9618406,Çiftlikköy,,İstanbul,Çatalca,207,1211
relation_9618646,Ormanlı Mahallesi,,İstanbul,Çatalca,473,294
relation_9618736,Karamandere Mahallesi,,İstanbul,Çatalca,223,263
relation_9619158,Aydınlar Mahallesi,,İstanbul,Çatalca,431,252
relation_9619159,Yaylacık Mahallesi,,İstanbul,Çatalca,7,55
relation_9619392,Karacaköy Merkez Mahallesi,,İstanbul,Çatalca,999,793
relation_9619871,Hallaçlı Mahallesi,,İstanbul,Çatalca,498,779
relation_9619872,Fatih Mahallesi,,İstanbul,Çatalca,455,485
relation_9619873,Yalıköy Mahallesi,,İstanbul,Çatalca,343,802
relation_9619874,Atatürk Mahallesi,,İstanbul,Çatalca,381,536
relation_9620132,Yassıören Mahallesi,,İstanbul,Arnavutköy,251,208
relation_9620409,Akçaburgaz Mahallesi,,İstanbul,Esenyurt,9193,5119
relation_9620429,Orhan Gazi Mahallesi,,İstanbul,Esenyurt,4728,4740
relation_9620430,Koza Mahallesi,,İstanbul,Esenyurt,955,2475
relation_9620439,Osmangazi Mahallesi,,İstanbul,Esenyurt,10775,7903
relation_9620447,Süleymaniye Mahallesi,,İstanbul,Esenyurt,9167,10355
relation_9620448,Yenikent Mahallesi,,İstanbul,Esenyurt,6033,7542
relation_9620521,İnönü Mahallesi,,İstanbul,Sancaktepe,4264,12515
relation_9620523,Kemal Türkler Mahallesi,,İstanbul,Sancaktepe,5738,8250
relation_9620544,Ekşioğlu Mahallesi,,İstanbul,Çekmeköy,3758,2024
relation_9623005,Atatürk Mahallesi,,İstanbul,Sancaktepe,6128,14019
relation_9623018,Eyüp Sultan Mahallesi,,İstanbul,Sancaktepe,8589,5477
relation_9623052,Osmangazi Mahallesi,,İstanbul,Sancaktepe,18562,11164
relation_9623060,Yenidoğan Mahallesi,,İstanbul,Sancaktepe,8512,6723
relation_9623078,Yunus Emre Mahallesi,,İstanbul,Sancaktepe,10538,5484
relation_9623096,Hilal Mahallesi,,İstanbul,Sancaktepe,2214,1371
relation_9623102,Safa Mahallesi,,İstanbul,Sancaktepe,9163,5110
relation_9623105,Mevlana Mahallesi,,İstanbul,Sancaktepe,6840,5531
relation_9623145,Abdurrahmangazi Mahallesi,,İstanbul,Sancaktepe,13804,13085
relation_9623146,Merve Mahallesi,,İstanbul,Sancaktepe,7696,5190
relation_9623215,Yeşilbayır Mahallesi,,İstanbul,Arnavutköy,198,236
relation_9642513,Gökevler Mahallesi,,İstanbul,Esenyurt,3152,4092
relation_9642514,Atatürk Mahallesi,,İstanbul,Esenyurt,3330,5474
relation_9642530,Yunus Emre Mahallesi,,İstanbul,Esenyurt,5970,6889
relation_9642531,İncirtepe Mahallesi,,İstanbul,Esenyurt,7059,8980
relation_9642576,Sultaniye Mahallesi,,İstanbul,Esenyurt,5456,5465
relation_9642577,Balıkyolu Mahallesi,,İstanbul,Esenyurt,8718,7926
relation_9642578,İnönü Mahallesi,,İstanbul,Esenyurt,7475,7871
relation_9642609,Zafer Mahallesi,,İstanbul,Esenyurt,3818,5276
relation_9642610,Namık Kemal Mahallesi,,İstanbul,Esenyurt,6707,7761
relation_9642611,Turgut Özal Mahallesi,,İstanbul,Esenyurt,7564,8325
relation_9642612,Saadetdere Mahallesi,,İstanbul,Esenyurt,7742,7495
relation_9642644,Örnek Mahallesi,,İstanbul,Esenyurt,5461,6888
relation_9642645,Çınar Mahallesi,,İstanbul,Esenyurt,7460,9385
relation_9642646,Selahaddin Eyyubi Mahallesi,,İstanbul,Esenyurt,6107,9124
relation_9642748,Mevlana Mahallesi,,İstanbul,Esenyurt,2906,6369
relation_9642749,Cumhuriyet Mahallesi,,İstanbul,Esenyurt,2826,5194
relation_9642750,Piri Reis Mahallesi,,İstanbul,Esenyurt,2811,5149
relation_9642751,Barbaros Hayrettin Paşa Mahallesi,,İstanbul,Esenyurt,5111,10876
relation_9642765,Güzelyurt Mahallesi,,İstanbul,Esenyurt,4701,4652
relation_9642812,Pınar Mahallesi,,İstanbul,Esenyurt,9334,12503
relation_9642813,Battalgazi Mahallesi,,İstanbul,Esenyurt,4991,5011
relation_9642814,Şehitler Mahallesi,,İstanbul,Esenyurt,5329,4638
relation_9642815,Necip Fazıl Kısakürek Mahallesi,,İstanbul,Esenyurt,5399,5131
relation_9642816,Hürriyet Mahallesi,,İstanbul,Esenyurt,7582,7912
relation_9642817,İstiklal Mahallesi,,İstanbul,Esenyurt,6344,4888
relation_9642893,Mehterçeşme Mahallesi,,İstanbul,Esenyurt,10128,11192
relation_9642894,Yeşilkent Mahallesi,,İstanbul,Esenyurt,6887,9025
relation_9642964,Merkez Mahallesi,,İstanbul,Esenyurt,8351,8998
relation_9642965,Üçevler Mahallesi,,İstanbul,Esenyurt,7187,8000
relation_9642966,Fatih Mahallesi,,İstanbul,Esenyurt,7550,7569
relation_9642967,Talatpaşa Mahallesi,,İstanbul,Esenyurt,7345,7885
relation_9642969,Mehmet Akif Ersoy Mahallesi,,İstanbul,Esenyurt,7575,7019
relation_9643178,Ortaköy Mahallesi,,İstanbul,Silivri,1194,1599
relation_9643188,Kavaklı Hürriyet Mahallesi,,İstanbul,Silivri,546,662
relation_9643199,Kavaklı İstiklal Mahallesi,,İstanbul,Silivri,617,812
relation_9643200,Cumhuriyet Mahallesi,,İstanbul,Silivri,2626,3173
relation_9643210,Gazitepe Mahallesi,,İstanbul,Silivri,302,576
relation_9643220,Kadıköy Mahallesi,,İstanbul,Silivri,382,709
relation_9643322,Alipaşa Mahallesi,,İstanbul,Silivri,267,467
relation_9643345,Mimar Sinan Mahallesi,,İstanbul,Silivri,7198,8279
relation_9643346,Piri Mehmet Paşa Mahallesi,,İstanbul,Silivri,1840,3580
relation_9643347,Alibey Mahallesi,,İstanbul,Silivri,4683,7526
relation_9643348,Fatih Mahallesi,,İstanbul,Silivri,1882,2641
relation_9643867,Fener Mahallesi,,İstanbul,Silivri,381,733
relation_9643888,Küçük Kılıçlı Mahallesi,,İstanbul,Silivri,89,154
relation_9643897,Akören Mahallesi,,İstanbul,Silivri,342,724
relation_9643904,Bekirli Mahallesi,,İstanbul,Silivri,32,142
relation_9644016,Yavuz Selim Mahallesi,,İstanbul,Beykoz,2445,1045
relation_9644017,Çengeldere Mahallesi,,İstanbul,Beykoz,2632,892
relation_9644306,Alemdağ Mahallesi,,İstanbul,Çekmeköy,3079,2865
relation_9644504,Huzur Mahallesi,,İstanbul,Sarıyer,1078,3617
relation_9644505,Maslak Mahallesi,,İstanbul,Sarıyer,1263,4476
relation_9644506,Ayazağa Mahallesi,,İstanbul,Sarıyer,13263,9373
relation_9644555,Poligon Mahallesi,,İstanbul,Sarıyer,1683,2653
relation_9644556,Pınar Mahallesi,,İstanbul,Sarıyer,3943,3373
relation_9644572,Darüşşafaka Mahallesi,,İstanbul,Sarıyer,772,5362
relation_9644584,Çamlıtepe Mahallesi,,İstanbul,Sarıyer,1771,2241
relation_9644592,Ferahevler Mahallesi,,İstanbul,Sarıyer,5484,5056
relation_9644648,İstinye Mahallesi,,İstanbul,Sarıyer,5531,5340
relation_9644656,PTT Evleri Mahallesi,,İstanbul,Sarıyer,1574,1493
relation_9644665,Bahçeköy Kemer Mahallesi,,İstanbul,Sarıyer,851,741
relation_9644695,Bahçeköy Merkez Mahallesi,,İstanbul,Sarıyer,1117,1410
relation_9644714,Cumhuriyet Mahallesi,,İstanbul,Sarıyer,3804,3813
relation_9644728,Kazım Karabekir Paşa Mahallesi,,İstanbul,Sarıyer,2126,3525
relation_9644762,Tarabya Mahallesi,,İstanbul,Sarıyer,3825,8459
relation_9644763,Kireçburnu Mahallesi,,İstanbul,Sarıyer,1487,3236
relation_9644764,Yeniköy Mahallesi,,İstanbul,Sarıyer,4847,5472
relation_9644785,Kocataş Mahallesi,,İstanbul,Sarıyer,1713,1429
relation_9644790,Çayırbaşı Mahallesi,,İstanbul,Sarıyer,1422,1818
relation_9644824,Büyükdere Mahallesi,,İstanbul,Sarıyer,2131,3972
relation_9645050,Uskumruköy Mahallesi,,İstanbul,Sarıyer,955,5104
relation_9645084,Zekeriyaköy Mahallesi,,İstanbul,Sarıyer,2299,12169
relation_9645135,Kumköy (Kilyos) Mahallesi,,İstanbul,Sarıyer,859,1658
relation_9645141,Rumelikavağı Mahallesi,,İstanbul,Sarıyer,1274,1228
relation_9645153,Demirciköy Mahallesi,,İstanbul,Sarıyer,304,769
relation_9645159,Garipçe Mahallesi,,İstanbul,Sarıyer,223,48
relation_9645160,Rumelifeneri Mahallesi,,İstanbul,Sarıyer,965,937
relation_9669360,Semizkumlar Mahallesi,,İstanbul,Silivri,1185,1885
